organisms,counts
Streptomyces sp. ms191,3
Ornithinimicrobium pekingense,2
Streptomyces cyaneus,2
Bifidobacteriaceae bacterium WP021,3
Streptomyces sp. HM190,3
Rhodococcus rhodochrous J38,3
Agromyces flavus,2
Microbacterium sp. BLY,3
Streptomyces canus,2
Tessaracoccus flavescens,2
Bifidobacteriaceae bacterium NR020,3
Streptomyces sp. NRRL WC-3618,4
Actinokineospora sp. UTMC 2448,4
Streptomyces bathyalis,2
Nocardioides panacisoli,2
Gordonia sputi,2
Streptomyces sp. LRa12,3
Streptomyces cinereus,2
Microbacterium sp. SLBN-154,3
Streptomyces sp. 15-116A,3
Rhodococcus sp. W8901,3
Pseudonocardia acaciae,2
Agromyces protaetiae,2
Nocardioides sp. 503,3
Microbacterium sp. 69-7,3
Streptomyces sp. Tu 4128,4
Saccharothrix sp. AJ9571,3
unclassified Gordonia,2
Micromonospora sp. HK10,3
Streptomyces oceani,2
Miniimonas sp. S16,3
Bifidobacterium myosotis,2
Acidothermus cellulolyticus 11B,3
Bifidobacterium boum,2
Actinomadura viridis,2
Nocardioides ginsengisegetis,2
Nesterenkonia salmonea,2
[Pseudopropionibacterium] massiliense,2
Glycomyces artemisiae,2
Streptomyces sp. HF10,3
Subtercola lobariae,2
Rhodococcus sp. FH8,3
Streptomyces bicolor,2
Acidipropionibacterium virtanenii,2
Streptomyces sp. AN091965,3
Micromonospora sp. C95,3
Terrabacter sp. MAHUQ-38,3
Actinomyces howellii,2
Aestuariimicrobium sp. p3-SID1156,3
Nocardioides insulae,2
Janibacter melonis,2
Gordonia westfalica,2
Streptomyces sp. Cmuel-A718b,3
Microbacterium sp. MYb72,3
Nocardioides panzhihuensis,2
Brevibacterium marinum,2
Arcanobacterium pluranimalium,2
Streptomyces sp. RK23,3
Kitasatospora sp. Root187,3
Bifidobacterium aemilianum,2
Curtobacterium albidum,2
Streptomyces sp. S4.7,3
Aeriscardovia aeriphila,2
Alpinimonas psychrophila,2
Micromonospora sp. HNM0581,3
Glutamicibacter sp. BW77,3
Cutibacterium modestum,2
Streptomyces sp. BRB081,3
Tsukamurella sp. 1534,3
Williamsia herbipolensis,2
Nocardia niwae,2
Streptomyces sp. NRRL F-2747,4
Mycobacterium sp. E3339,3
Demequina maris,2
Gordonia paraffinivorans,2
Streptomyces himastatinicus ATCC 53653,4
Mycolicibacterium litorale,2
Microbacterium sp. K27,3
Streptomyces sulphureus,2
Microbacterium sp. G2-8,3
Streptomyces sp. 3025,3
Saccharothrix sp.,2
Corynebacterium halotolerans,2
Halosaccharopolyspora lacisalsi,2
Galactobacter caseinivorans,2
Microbacterium sp. Se63.02b,3
Saccharopolyspora erythraea,2
Timonella senegalensis,2
Dermacoccus sp. PAMC28757,3
Corynebacterium simulans,2
Frankia sp. EUN1f,3
Arthrobacter sp. H5,3
Micromonospora sp. STR1s_5,3
Planobispora rosea,2
Microlunatus panaciterrae,2
Mycobacterium interjectum,2
Arachnia rubra,2
Rathayibacter sp. VKM Ac-2805,4
Nocardioides kongjuensis,2
Corynebacterium sp. HMSC074C05,3
Nesterenkonia populi,2
Streptosporangium sandarakinum,2
Arthrobacter sp. B6,3
Mobiluncus mulieris,2
Intrasporangium calvum DSM 43043,4
Microbacterium sp. SMR1,3
Cryobacterium sp. TMT1-2-2,3
Streptomyces rishiriensis,2
Micrococcus sp. KT16,3
Promicromonosporaceae bacterium,2
Rathayibacter sp. VKM Ac-2927,4
Rathayibacter sp. AY1G1,3
Nocardioides sp. Kera G14,4
Mycobacterium sp. E3198,3
Nocardia brasiliensis,2
Microbacterium sp. KUDC0405,3
Mycolicibacter sp. MYC340,3
Streptomyces sp. YIM 121038,4
Micromonospora sp. RHAY321,3
Pseudonocardia sp. ICBG601,3
Frankia sp. AvcI1,3
Bifidobacterium mizhiense,2
Nocardia higoensis,2
Nonomuraea lactucae,2
Ornithinimicrobium sp. JY.X269,3
unclassified Nonomuraea,2
Varibaculum cambriense,2
Arthrobacter sp. UCD-GKA,3
Streptomyces sp. ICBB 8177,4
Streptomyces sp. KMM 9044,4
Mycobacterium sp. SP-6446,3
Streptomyces melanogenes,2
Kitasatospora sp. A2-31,3
Nocardiopsis terrae,2
Streptomyces tuirus,2
Gordonia jinhuaensis,2
Streptomyces sp. 840.1,3
Microbacterium sp. ACRRU,3
Amycolatopsis aidingensis,2
Actinoplanes sp. NBRC 14428,4
Micromonospora sp. ANENR4,3
Tomitella biformata,2
Curtobacterium sp. PhB128,3
Arthrobacter crystallopoietes,2
Knoellia remsis,2
Marmoricola scoriae,2
Ruania rhizosphaerae,2
Streptomyces silvensis,2
Zafaria cholistanensis,2
Gulosibacter hominis,2
Pseudoclavibacter sp. 8L,3
Microbacterium aurum,2
Aquiluna borgnonia,2
Streptomyces antimycoticus,2
Streptomyces janthinus,2
Streptomyces litmocidini,2
Streptomyces muensis,2
unclassified Actinoplanes,2
Streptomyces sp. SID13588,3
Streptomyces sp. BV129,3
Rhodococcus sp. Q,3
Planobispora longispora,2
Kitasatospora atroaurantiaca,2
Propionibacterium sp. HMSC068C01,3
Bifidobacterium coryneforme,2
Streptomyces natalensis,2
Mycobacterium intracellulare MOTT-02,3
Rathayibacter festucae,2
Microbacterium sp. ABRD_28,3
Nocardia mexicana,2
Knoellia sp. Soil729,3
Blastococcus xanthinilyticus,2
Aeromicrobium phoceense,2
Streptomyces sp. DEF147AK,3
Streptomyces inhibens,2
Georgenia muralis,2
Micromonospora pattaloongensis,2
Arthrobacter sp. ISL-72,3
Williamsia sp. D3,3
Streptomyces huiliensis,2
Bifidobacterium vansinderenii,2
Streptomyces griseomycini,2
Amycolatopsis orientalis,2
Mycolicibacterium sp. BK556,3
Streptomyces sp. CA-210063,3
Frankia sp. CN7,3
Dietzia lutea,2
Streptomyces sp. 1-11,3
Glycomyces terrestris,2
Streptomyces aurantiogriseus,2
Cutibacterium acnes JCM 18918,4
Pseudonocardia sp. ICBG1293,3
Nonomuraea coxensis DSM 45129,4
Streptomyces clavuligerus,2
Micrococcus sp. JV4,3
Mycobacteroides abscessus subsp. bolletii 1513,5
Mycolicibacterium neworleansense,2
Streptomyces sp. NRRL B-3648,4
Streptomyces chartreusis,2
Microbacterium sp. Yaish 1,4
Frankia saprophytica,2
Arthrobacter sp. PAMC25564,3
Mycolicibacterium chlorophenolicum,2
Kineosporia sp. A_224,3
Nonomuraea maritima,2
Bifidobacterium psychraerophilum,2
Microbacterium proteolyticum,2
Saccharothrix sp. NRRL B-16348,4
Nocardia anaemiae,2
Mycolicibacter hiberniae,2
Arthrobacter sp. Bi83,3
Aeromicrobium sp. Root472D3,3
Nocardioides sp. KC13,3
Rothia sp. HMSC061D12,3
Saccharomonospora marina,2
Streptomyces sp. NRRL S-118,4
Micromonospora noduli,2
Actinoplanes digitatis,2
Kitasatospora herbaricolor,2
Streptomyces scabiei,2
Streptomyces sp. ISID311,3
Curtobacterium sp. MCBD17_021,3
Corynebacterium oculi,2
Streptomyces sp. MOE7,3
Actinoalloteichus sp. AHMU CJ021,4
Beutenbergia cavernae,2
Streptomyces sp. PSKA30,3
Mycolicibacterium sp. YH-1,3
Pseudonocardia sp. CNS-139,3
Phycicoccus sp. SLBN-51,3
Tessaracoccus sp. MC1627,3
Streptomyces viridodiastaticus,2
Cellulosimicrobium sp. Marseille-Q4280,3
Nocardioides sp. IC4_145,3
Mycolicibacter sp. MYC098,3
Microbacterium nanhaiense,2
Dietzia aerolata,2
Cellulomonas iranensis,2
Streptomyces sp. CS207,3
Arthrobacter sp. ZBG10,3
Arthrobacter sp. AQ5-05,3
Rothia sp. HMSC069C01,3
Yonghaparkia alkaliphila,2
Corynebacterium sp. HMSC034A01,3
Microbacterium sp. AG157,3
Nocardioides sp. cx-173,3
Streptomyces eurythermus,2
Prauserella flava,2
Streptomyces nitrosporeus,2
Arthrobacter sp. CAN_C5,3
Arthrobacter sp. L77,3
Kitasatospora mediocidica,2
Natronoglycomyces albus,2
Glaciihabitans arcticus,2
Streptomyces sporangiiformans,2
Arthrobacter dokdonellae,2
Curtobacterium sp. MCLR17_007,3
Actinopolyspora sp. BKK2,3
Pseudoclavibacter chungangensis,2
Haloechinothrix aidingensis,2
Micromonospora sp. RL09-050-HVF-A,3
Goodfellowiella coeruleoviolacea,2
Amycolatopsis sp. WAC 04169,4
Arthrobacter ulcerisalmonis,2
Mycobacterium sp. ACS1612,3
Streptomyces antibioticus,2
Streptomyces fructofermentans,2
Catenulisporales bacterium,2
Frankia sp. Cpl3,3
Arthrobacter sp. HMWF013,3
Streptomyces incarnatus,2
Amycolatopsis niigatensis,2
Arthrobacter cavernae,2
Gordonia sputi NBRC 100414,4
Brevibacterium permense,2
Nocardiopsis sp. RV163,3
Glycomyces buryatensis,2
Paeniglutamicibacter terrestris,2
Brevibacterium sp. Marseille-P9724,3
Streptomyces sp. CB03234,3
Microbispora sp. H10836,3
Tessaracoccus massiliensis,2
Cellulomonas sp. URHE0023,3
Streptacidiphilus sp. P02-A3a,3
Dietzia psychralcaliphila,2
Amycolatopsis rhizosphaerae,2
Streptomyces sp. A73,3
Aeromicrobium sp. Leaf350,3
Streptosporangium pseudovulgare,2
Arthrobacter psychrochitiniphilus,2
Schaalia sp. Marseille-Q2122,3
Actinomadura geliboluensis,2
Mycobacterium sp. P7213,3
Streptomyces sp. A1547,3
Streptomyces violarus,2
Oceanitalea stevensii,2
Micromonospora sp. B006,3
Curtobacterium sp. MCBA15_008,3
Arthrobacter sp. 131MFCol6.1,3
Amycolatopsis eburnea,2
Luteipulveratus mongoliensis,2
Actinomyces sp. oral taxon 414,5
Actinotignum timonense,2
Microbacterium sp. B35-30,3
Corynebacterium falsenii,2
Cellulomonas sp. JZ18,3
Schaalia vaccimaxillae,2
Janibacter sp. CX7,3
Actinomycetales bacterium SN12,3
Blastococcus colisei,2
Kineosporia babensis,2
Streptomyces sp. F-1,3
Acidothermales bacterium,2
Bowdeniella massiliensis,2
Mycobacterium avium subsp. hominissuis 10-4249,5
Nocardia inohanensis,2
Streptomyces sp. BK340,3
Mycobacterium sp. E2989,3
Streptomyces longispororuber,2
Streptomyces sp. AC512_CC834,3
Streptomyces tardus,2
Streptomyces chrestomyceticus,2
Streptomyces xantholiticus,2
Nocardiopsis listeri,2
Streptomyces filamentosus,2
Amycolatopsis sp. Hca4,3
Micromonospora auratinigra,2
Amycolatopsis saalfeldensis,2
Amycolatopsis pretoriensis,2
unclassified Brevibacterium,2
Mycobacteroides immunogenum,2
Gordonia desulfuricans,2
Corynebacterium pseudotuberculosis 3/99-5,3
Mycolicibacter engbaekii,2
Agromyces sp. C10,3
Leucobacter celer,2
Kocuria sp.,2
Streptomyces sp. SID5606,3
Gordonia zhaorongruii,2
Clavibacter sp.,2
Streptomyces sp. NRRL F-5135,4
Streptomyces sp. CB02058,3
Mycobacterium sp. E2733,3
Micromonospora saelicesensis,2
Pseudonocardia sp. Ae707_Ps1,3
Microbacterium hatanonis,2
Streptomyces sp. AC555_RSS877,3
Occultella kanbiaonis,2
Propionimicrobium lymphophilum,2
Bifidobacterium saguinibicoloris,2
Mycolicibacterium sp. CAU 1645,4
Cellulomonas aerilata,2
Cutibacterium porci,2
Streptomyces phaeochromogenes,2
Streptomyces sp. ISL-94,3
Streptomyces sp. NTK 937,4
Streptomyces sp. ISL-1,3
Rothia sp. HMSC064D08,3
Streptomyces sp. CB02130,3
Microbacterium laevaniformans OR221,3
Rudaeicoccus suwonensis,2
Cellulomonas sp. FA1,3
Ornithinimicrobium sp. F0845,3
Streptomyces ferrugineus,2
Glycomyces sp. NEAU-S30,3
Arthrobacter sp. 49Tsu3.1M3,3
Streptomyces syringium,2
Cryobacterium soli,2
Streptomyces sp. MH192,3
Salinibacterium sp. M195,3
Cryobacterium sp. ZS14-85,3
Actinoalloteichus hoggarensis,2
Amycolatopsis alba DSM 44262,4
Arthrobacter pullicola,2
Nonomuraea sp. FMUSA5-5,3
Mycolicibacterium sphagni,2
Actinomycetospora endophytica,2
Streptomyces sp. CHA16,3
Dactylosporangium matsuzakiense,2
Kitasatospora humi,2
Salinibacterium sp. SWN1162,3
Leifsonia sp. Root4,3
Corynebacterium pacaense,2
Arthrobacter sp. AFG20,3
Corynebacterium maris,2
Actinotalea sp.,2
Streptomyces flaveolus,2
Streptomyces sp. SolWspMP-sol7th,3
Kineococcus indalonis,2
Amycolatopsis sp. Poz14,3
Micromonospora costi,2
Rathayibacter sp. AY1E8,3
Demequina sp. NBRC 110052,4
Arthrobacter sp. zg-Y179,3
Microbacterium sp. Root166,3
Mycobacterium avium,2
Streptomyces sp. Termitarium-T10T-6,3
Mycolicibacterium sp. P9-22,3
Mycobacterium sp. 1245801.1,3
Corynebacterium variabile DSM 44702,4
Rhodococcus coprophilus,2
Curtobacterium sp. AG1037,3
Allosalinactinospora lopnorensis,2
Nocardioides sp. W7,3
Frankia sp. Mgl5,3
Streptomyces finlayi,2
Pseudoclavibacter alba,2
Streptomyces vitaminophilus,2
Corynebacterium parakroppenstedtii,2
Amycolatopsis benzoatilytica,2
Pseudonocardia sp. DR1-2,3
Streptomyces sp. RK76,3
Salinibacterium sp. SWN139,3
Modestobacter italicus,2
Actinomadura violacea,2
Streptomyces indicus,2
Streptomyces sp. NRRL F-5650,4
unclassified Phycicoccus,2
Cryobacterium sp. Sr47,3
Curtobacterium sp. MCPF17_011,3
Micrococcus sp. FDAARGOS_333,3
Mycobacterium heidelbergense,2
Arthrobacter sp. H16F315,3
Gryllotalpicola protaetiae,2
Streptomyces sp. MZ04,3
Actinomyces sp. oral taxon 171,5
Cellulomonas taurus,2
Tsukamurella pseudospumae,2
Cryobacterium sp. 1639,3
Streptomyces purpureus,2
Salinibacterium sp. SWN167,3
Streptomyces sp. EAS-AB2608,3
Mycobacterium sp. DBP42,3
Pengzhenrongella sicca,2
Curtobacterium sp. UCD-KPL2560,3
Gordonia soli NBRC 108243,4
Agromyces lapidis,2
Enteractinococcus coprophilus,2
Corynebacterium gerontici,2
Streptomyces sp. XY533,3
Planotetraspora kaengkrachanensis,2
Micromonospora sp. NBRC 110037,4
Bifidobacterium platyrrhinorum,2
Dermacoccus abyssi,2
Lentzea fradiae,2
Micromonospora coriariae,2
Nonomuraea spiralis,2
Janibacter limosus,2
Saccharomonospora xinjiangensis XJ-54,3
Curtobacterium sp. HSID17257,3
Mycolicibacter kumamotonensis,2
Streptomyces misionensis,2
Micrococcus sp. MS-ASIII-49,3
Frondihabitans sp. PhB188,3
Sphaerisporangium rufum,2
Nocardioides glacieisoli,2
Streptomyces pharetrae CZA14,3
Kribbella sp. ALI-6-A,3
Tsukamurella conjunctivitidis,2
Actinomyces sp. CtC 72,4
Streptomyces sp. IB201691-2A2,3
Mycolicibacterium arabiense,2
Microbispora sitophila,2
Blastococcus saxobsidens,2
Streptomyces sp. PKU-EA00015,3
Kocuria sp. HSID16901,3
Actinomadura darangshiensis,2
Brevibacterium zhoupengii,2
Actinomadura sp. K4S16,3
Micromonospora narathiwatensis,2
Cutibacterium acnes JCM 18916,4
Sanguibacter massiliensis,2
Bifidobacterium pullorum,2
Actinomadura sp. HBU206391,3
Klenkia taihuensis,2
Streptomyces sp. NRRL B-24572,4
Nesterenkonia natronophila,2
Mycobacterium sp. 852002-10029_SCH5224772,3
Mycolicibacillus trivialis,2
Microbacterium sp. CH12i,3
Microbacterium sp. SSW1-49,3
Corynebacterium sp. TAE3-ERU2,3
Corynebacterium terpenotabidum,2
Candidatus Frankia alpina,3
Cellulomonas sp. zg-ZUI168,3
Georgenia faecalis,2
Streptomyces sp. S12,3
Corynebacterium camporealensis,2
Streptomyces sp. AA4,3
Nocardioides gilvus,2
Bifidobacterium animalis subsp. lactis BB-12,5
Nonomuraea sp. C10,3
Mycobacterium sp. 852014-52450_SCH5900713,3
Actinoplanes lobatus,2
Rhodococcus phenolicus,2
Micromonospora sp. A3M-1-15,3
Mycobacteriaceae bacterium 1482268.1,3
Agromyces sp. CFWR-12,3
Raineyella antarctica,2
Corynebacterium sp. HS2168-gen11,3
Streptomyces hydrogenans,2
Mycobacterium sp. ITM-2016-00317,3
Microbacterium sp. Leaf320,3
Cellulomonas sp. C5510,3
Mycobacterium sherrisii,2
Microbacterium sp. GbtcB4,3
Micromonospora luteifusca,2
Mycolicibacterium sp. NGTWS0302,3
Arthrobacter subterraneus,2
Nocardioides piscis,2
Chryseoglobus sp.,2
Streptomyces regalis,2
Streptomyces sp. NWU339,3
Actinomyces respiraculi,2
Mycolicibacterium mengxianglii,2
Psychromicrobium silvestre,2
Rhodococcus sp. KRD197,3
Nocardia otitidiscaviarum,2
Mycobacterium sp. E2497,3
Streptomyces sp. NRRL S-474,4
Streptomyces geranii,2
Glycomyces sambucus,2
Streptomyces griseoincarnatus,2
Actinoplanes deccanensis,2
Micromonospora fluostatini,2
Bifidobacterium saguini DSM 23967,4
Saccharothrix ecbatanensis,2
Terracoccus luteus,2
Nocardioides sp. CF8,3
Tetrasphaera sp. F2B08,3
Leucobacter sp. NB 10,4
Streptomyces sp. OfavH-34-F,3
Geodermatophilus sp. DF01_2,3
Mycobacterium sp. JS623,3
Corynebacterium urinipleomorphum,2
Nocardioides islandensis,2
Leucobacter triazinivorans,2
Rhodococcus sp. MEB064,3
Boudabousia marimammalium,2
Streptomyces sp. RFCAC02,3
Agrococcus sp. KRD186,3
Streptomyces albidochromogenes,2
Arthrobacter sp. Hiyo4,3
unclassified Actinopolyspora,2
Streptomyces sp. Root431,3
Rhodococcus wratislaviensis,2
Streptomyces sp. GMY02,3
Clavibacter sp. CFBP 8615,4
Herbiconiux sp. VKM Ac-1786,4
Actinotalea caeni,2
Streptomyces sp. JB150,3
Corynebacterium marinum,2
Corynebacterium sp. YIM 101343,4
Actinokineospora globicatena,2
Thermasporomyces composti,2
Streptomyces sp. AC558_RSS880,3
Streptomyces ginkgonis,2
Streptomyces sp. Y2F8-2,3
Streptacidiphilus griseoplanus,2
Microbacterium sp. AK009,3
Mycobacterium sp. 1465703.0,3
unclassified Ornithinimicrobium,2
Nocardioides exalbidus,2
Microbispora sp. H10949,3
Catenulispora pinistramenti,2
Streptomyces acidiscabies,2
Mycolicibacterium sp. CH28,3
Streptomyces sp. I5,3
Mycobacterium sp. 852014-52144_SCH5372336,3
Bifidobacterium biavatii,2
Glutamicibacter sp.,2
Cellulomonas phragmiteti,2
Brachybacterium endophyticum,2
Streptomyces sp. st170,3
Kitasatospora sp. NRRL B-11411,4
Bifidobacterium moukalabense,2
Pseudosporangium ferrugineum,2
Mobiluncus curtisii,2
Corynebacterium pollutisoli,2
Streptomyces sp. V2,3
Rhodococcus sp. ARC_M12,3
Arthrobacter sp. SPG23,3
Streptomyces sp. MST-110588,3
Actinoplanes aureus,2
Cellulomonas sp. PhB143,3
Streptomyces laurentii,2
Lentzea sp. CC55,3
Mycolicibacterium aurum,2
Herbiconiux ginsengi,2
Nocardioides salarius,2
Promicromonospora soli,2
Amycolatopsis thermalba,2
Trueperella pyogenes,2
Streptomyces sp. NBRC 110465,4
Mycobacterium ostraviense,2
Streptomyces sp. MMG1533,3
Bifidobacterium sp. UTBIF-78,3
Streptomyces sp. Wb2n-11,3
Streptomyces sp. SA15,3
Nocardioides silvaticus,2
Ornithinimicrobium sp. HY1745,3
Streptomyces sp. 150FB,3
Candidatus Corynebacterium gallistercoris,3
Kitasatospora sp. Root107,3
Micromonospora terminaliae,2
Actinomyces weissii,2
Bifidobacterium catenulatum,2
Paeniglutamicibacter antarcticus,2
Mycobacterium avium subsp. hominissuis 10-5606,5
Micromonospora sp. H61,3
Actinoalloteichus hymeniacidonis,2
Mycolicibacterium aubagnense,2
Phytohabitans houttuyneae,2
Microbacterium sp. CnD16-F,3
Leifsonia sp. AK011,3
Cryobacterium sp. TMT1-23-1,3
Mycobacterium xenopi 3993,3
Mycobacterium marinum str. Europe,4
Arthrobacter sp. Leaf337,3
Streptomyces botrytidirepellens,2
Saccharopolyspora sp. HNM0986,3
Actinomycetales bacterium TMED115,3
Streptomyces sp. SID4950,3
Arthrobacter stackebrandtii,2
Amycolatopsis sp. EV170708-02-1,3
Mycobacterium timonense,2
Rhodococcus zopfii,2
Streptomyces fradiae ATCC 10745 = DSM 40063,7
Brachybacterium faecium,2
Brevibacterium sp. p3-SID960,3
Pseudoscardovia radai,2
Kocuria rhizophila,2
Corynebacterium choanae,2
Rhodococcus sp. BP-316,3
Streptomyces sp. CB03238,3
Streptomyces achromogenes,2
Corynebacterium sp. HMSC063G05,3
Myceligenerans sp. TRM 65318,4
Streptomyces sp. SID2563,3
Brachybacterium sp. SW0106-09,3
Saccharopolyspora shandongensis,2
Micromonospora chersina,2
Nocardia goodfellowii,2
Blastococcus litoris,2
Nocardioides ganghwensis,2
Streptomyces sp. ScaeMP-e83,3
Micromonospora sp. MW-13,3
Propionicimonas paludicola,2
Actinomadura madurae,2
Streptomyces sp. BSE7F,3
Nesterenkonia sp. PF2B19,3
Cellulomonas sp. Root930,3
Micromonospora sp. HSS6-12,3
Streptomyces dengpaensis,2
Nocardia cerradoensis,2
Micromonospora sp. ATCC 39149,4
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505,10
Bifidobacterium thermophilum,2
Brachybacterium sp. P6-10-X1,3
Propionibacterium sp. 409-HC1,3
Micromonospora rosaria,2
Streptomyces nigrescens,2
Micrococcus luteus NCTC 2665,4
Streptomyces sp. SS,3
Nocardioides sp. Iso805N,3
Arthrobacter agilis,2
Micromonospora sp. NBRC 107566,4
Corynebacterium spheniscorum,2
Stackebrandtia nassauensis,2
Saccharopolyspora rhizosphaerae,2
Curtobacterium sp. VKM Ac-2922,4
Microbacterium sp. Marseille-Q6965,3
Aeromicrobium fastidiosum,2
Nocardia sp. BMG111209,3
Glutamicibacter sp. JC586,3
Microbacterium sp. Root553,3
Corynebacterium lizhenjunii,2
Micromonospora arborensis,2
Microbacterium sp. F2E,3
Flexivirga endophytica,2
Streptomyces gobiensis,2
Pseudonocardia nigra,2
Cryobacterium sp. M25,3
Curtobacterium sp. VKM Ac-2865,4
Bifidobacterium longum subsp. longum JDM301,5
Actinoplanes flavus,2
Microbacterium sorbitolivorans,2
Mycobacterium seoulense,2
Micromonospora sp. AMSO12t,3
Streptomyces sp. OUCMDZ-4982,3
Phycicoccus sp. Root101,3
Streptomyces sp. 4F,3
Salinibacterium xinjiangense,2
Streptomyces sp. ACT-1,3
Cellulomonas composti,2
Nocardioides furvisabuli,2
Micromonospora inaquosa,2
Streptomyces daqingensis,2
Streptomyces capoamus,2
Mycobacterium sp. 1081908.1,3
Mycobacterium rufum,2
Rothia sp. P100,3
Streptomyces sp. NRRL F-2890,4
Bifidobacterium adolescentis,2
Micromonospora sp. II,3
Arthrobacter sp. C9C5,3
Streptomyces sp. NRRL S-237,4
Microbispora bryophytorum,2
Rhodococcus tukisamuensis,2
Amycolatopsis alba,2
Micromonospora taraxaci,2
Plantibacter sp. T3,3
Arthrobacter sp. 24S4-2,3
Acidipropionibacterium timonense,2
Cellulomonas aurantiaca,2
Streptomyces viridosporus ATCC 14672,4
Actinoplanes friuliensis,2
Streptomyces sp. RS10V-4,3
Luteimicrobium xylanilyticum,2
Scrofimicrobium canadense,2
Brevibacterium sp. 239c,3
Rothia endophytica,2
Microbacterium protaetiae,2
Blastococcus aggregatus,2
Glycomyces sp. L485,3
Streptomyces sp. CB02056,3
Streptomyces sp. SID1328,3
Cryobacterium sp. Hh4,3
Streptomyces cattleya NRRL 8057 = DSM 46488,7
Arthrobacter sp. 7749,3
Tessaracoccus sp. MC1865,3
Agromyces luteolus,2
unclassified Arthrobacter,2
Bifidobacterium anseris,2
Actinomyces sp. ph3,3
Mycobacterium sp. GA-1285,3
Streptomyces sp. CB02923,3
Corynebacterium urogenitale,2
Rhodococcus sp. FXJ9.536,3
Bifidobacterium polysaccharolyticum,2
Arthrobacter sp. SDTb3-6,3
Streptomyces sp. alain-838,3
Isoptericola dokdonensis,2
unclassified Pseudonocardia,2
Streptomyces sp. b94,3
Nocardia tengchongensis,2
Mycolicibacterium sp. PAM1,3
Actinomyces sp. oral taxon 848 str. F0332,7
Microbacterium sp. TNHR37B,3
Streptomyces sp. SID1046,3
Streptomyces sp. XM4193,3
Microbacterium sp. 10M-3C3,3
Nocardioides sp. 616,3
Actinoplanes hulinensis,2
Actinoplanes ovalisporus,2
Microterricola pindariensis,2
Microbacterium radiodurans,2
Salinispora fenicalii,2
Mycobacterium branderi,2
Corynebacterium mastitidis,2
Microbacterium sp. CFH 31415,4
Streptomyces sp. MnatMP-M17,3
Citricoccus sp. SGAir0253,3
Frankia sp. Ag45/Mut15,3
Streptomyces kronopolitis,2
Streptomyces sp. SPB074,3
Nocardia huaxiensis,2
Bifidobacterium longum,2
Microtetraspora malaysiensis,2
Curtobacterium sp. MCBD17_030,3
Microbacterium lacticum,2
Streptomyces sp. SID13726,3
Knoellia sinensis,2
Mycolicibacterium confluentis,2
Saccharomonospora amisosensis,2
Streptomyces sp. MUM 178J,4
Microtetraspora niveoalba,2
Streptomyces parmotrematis,2
Arthrobacter luteolus,2
Actinomyces minihominis,2
Kocuria polaris,2
Williamsia maris,2
Actinobaculum massiliense,2
Streptomyces sp. sk226,3
Prauserella alba,2
Nocardioides oleivorans,2
Nocardioides terrae,2
Saccharothrix sp. CB00851,3
Streptomyces kasugaensis,2
Phycicoccus sp. MQZ13P-5,3
Nakamurella endophytica,2
Enteractinococcus helveticum,2
Microbacterium pygmaeum,2
Mycolicibacter longobardus,2
Allokutzneria sp. NRRL B-24872,4
Bifidobacterium porcinum,2
Actinorugispora endophytica,2
Mycobacterium gordonae,2
Corynebacterium sp.,2
Arthrobacter sp. S39,3
Microbacterium binotii,2
Streptomyces sp. E2N166,3
Nocardia noduli,2
Nocardioides panacis,2
Agromyces kandeliae,2
Bifidobacterium felsineum,2
Streptomyces sp. SM1,3
Catenulispora sp.,2
Thermobifida alba,2
Jiangella ureilytica,2
Paenarthrobacter nicotinovorans,2
Streptomyces sp. SID8358,3
Nesterenkonia ebinurensis,2
Streptomyces sp. CBMA123,3
Mycolicibacterium bacteremicum,2
Streptomyces ochraceiscleroticus,2
Gordonia soli,2
Streptomyces smaragdinus,2
Microlunatus flavus,2
Streptomyces diastaticus,2
Nocardia bhagyanarayanae,2
Actinoplanes capillaceus,2
Mycolicibacterium sp. CBMA 226,4
Virgisporangium aliadipatigenens,2
Streptomyces mexicanus,2
Streptomyces mobaraensis,2
Phytoactinopolyspora mesophila,2
Bifidobacterium samirii,2
Streptomyces sp. T1317-0309,3
Leifsonia rubra CMS 76R,4
Phycicoccus sp. Root563,3
Pseudoglutamicibacter albus,2
Actinophytocola oryzae,2
Mycobacterium ulcerans,2
Microbacterium sp. Be9,3
Pseudoclavibacter sp. AY1H1,3
Jiangellaceae bacterium,2
Microbacterium telephonicum,2
Leifsonia sp. Root227,3
Streptosporangium canum,2
Bifidobacterium scardovii JCM 12489 = DSM 13734,7
Mycobacterium sp. 3519A,3
Streptomyces hokutonensis,2
Mycolicibacterium flavescens,2
Herbiconiux moechotypicola,2
Streptomyces jietaisiensis,2
Amycolatopsis lurida,2
Streptomyces libani,2
Haematomicrobium sanguinis,2
Arthrobacter sp. ok362,3
Agromyces allii,2
Kocuria sp. CPCC 104605,4
Kribbella shirazensis,2
Curtobacterium sp. MMLR14_010,3
Actinokineospora sp. PR83,3
Microbacterium enclense,2
Frigoribacterium sp. CFBP 13707,4
Leucobacter chironomi,2
Microbacterium sp. RG1,3
Allokutzneria albata,2
Streptomyces roseifaciens,2
Corynebacterium imitans,2
Quadrisphaera sp. RL12-1S,3
Streptomyces sp. Tu102,3
Streptomyces sp. Tue6028,3
Mycobacteroides salmoniphilum,2
Bifidobacteriaceae bacterium,2
